time,stage,provider,model,item_id,prompt_tokens,completion_tokens,total_tokens,elapsed_seconds,input_usd_per_1m,output_usd_per_1m,estimated_cost_usd
2026-06-07T16:08:21,part_b.article_af_extraction,openai,gpt-4.1,exp2_elife_002:chunk:4,1919,2364,4283,14.8225,2.0,8.0,0.02275
2026-06-07T16:08:45,part_b.article_af_extraction,openai,gpt-4.1,exp2_elife_002:chunk:5,2019,3924,5943,24.1927,2.0,8.0,0.03543
2026-06-07T16:08:56,part_b.article_af_extraction,openai,gpt-4.1,exp2_elife_002:chunk:6,1549,2004,3553,10.7505,2.0,8.0,0.01913
2026-06-07T16:09:11,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:0,1599,2830,4429,15.6648,2.0,8.0,0.025838
2026-06-07T16:09:29,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:1,1716,3540,5256,17.8015,2.0,8.0,0.031752
2026-06-07T16:09:42,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:2,1675,2498,4173,12.7668,2.0,8.0,0.023334
2026-06-07T16:09:56,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:3,1675,2796,4471,13.6505,2.0,8.0,0.025718
2026-06-07T16:10:04,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:4,1593,1644,3237,8.1715,2.0,8.0,0.016338
2026-06-07T16:10:11,part_b.article_af_extraction,openai,gpt-4.1,exp2_plos_003:chunk:5,936,1388,2324,7.0849,2.0,8.0,0.012976
2026-06-07T16:10:12,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0001,460,75,535,0.8867,2.0,8.0,0.00152
2026-06-07T16:10:13,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0002,445,43,488,0.8795,2.0,8.0,0.001234
2026-06-07T16:10:14,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0003,452,91,543,1.1664,2.0,8.0,0.001632
2026-06-07T16:10:16,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0004,453,95,548,1.7858,2.0,8.0,0.001666
2026-06-07T16:10:16,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0005,449,72,521,0.8141,2.0,8.0,0.001474
2026-06-07T16:10:18,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0006,463,82,545,1.6012,2.0,8.0,0.001582
2026-06-07T16:10:19,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0007,449,99,548,1.2296,2.0,8.0,0.00169
2026-06-07T16:10:20,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0008,451,52,503,0.8133,2.0,8.0,0.001318
2026-06-07T16:10:21,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0009,449,50,499,0.7675,2.0,8.0,0.001298
2026-06-07T16:10:22,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0010,451,69,520,0.7931,2.0,8.0,0.001454
2026-06-07T16:10:23,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0011,456,152,608,1.2162,2.0,8.0,0.002128
2026-06-07T16:10:26,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0012,462,95,557,3.433,2.0,8.0,0.001684
2026-06-07T16:10:27,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0013,443,52,495,0.9512,2.0,8.0,0.001302
2026-06-07T16:10:28,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0014,442,48,490,0.9215,2.0,8.0,0.001268
2026-06-07T16:10:31,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0015,453,92,545,3.0148,2.0,8.0,0.001642
2026-06-07T16:10:32,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0016,465,94,559,1.0013,2.0,8.0,0.001682
2026-06-07T16:10:33,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0017,458,49,507,1.1993,2.0,8.0,0.001308
2026-06-07T16:10:35,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0018,460,77,537,1.413,2.0,8.0,0.001536
2026-06-07T16:10:36,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0019,450,47,497,1.0408,2.0,8.0,0.001276
2026-06-07T16:10:37,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0020,449,43,492,0.9221,2.0,8.0,0.001242
2026-06-07T16:10:38,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0021,460,76,536,1.0959,2.0,8.0,0.001528
2026-06-07T16:10:39,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0022,448,76,524,1.2903,2.0,8.0,0.001504
2026-06-07T16:10:40,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0023,454,48,502,0.8026,2.0,8.0,0.001292
2026-06-07T16:10:41,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0024,457,90,547,1.1026,2.0,8.0,0.001634
2026-06-07T16:10:42,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0025,444,83,527,1.0919,2.0,8.0,0.001552
2026-06-07T16:10:43,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0026,444,69,513,1.0053,2.0,8.0,0.00144
2026-06-07T16:10:44,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0027,443,58,501,0.9705,2.0,8.0,0.00135
2026-06-07T16:10:45,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0028,454,72,526,0.9187,2.0,8.0,0.001484
2026-06-07T16:10:46,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0029,447,73,520,0.8686,2.0,8.0,0.001478
2026-06-07T16:10:47,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0030,454,89,543,1.2225,2.0,8.0,0.00162
2026-06-07T16:10:48,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0031,443,61,504,1.2648,2.0,8.0,0.001374
2026-06-07T16:10:50,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0032,448,81,529,1.245,2.0,8.0,0.001544
2026-06-07T16:10:51,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0033,455,47,502,1.027,2.0,8.0,0.001286
2026-06-07T16:10:52,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0034,452,51,503,0.8002,2.0,8.0,0.001312
2026-06-07T16:10:52,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0035,447,50,497,0.7998,2.0,8.0,0.001294
2026-06-07T16:10:53,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0036,449,77,526,0.8638,2.0,8.0,0.001514
2026-06-07T16:10:54,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0037,468,49,517,0.8136,2.0,8.0,0.001328
2026-06-07T16:10:55,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0038,449,79,528,0.9951,2.0,8.0,0.00153
2026-06-07T16:10:56,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0039,450,52,502,0.8669,2.0,8.0,0.001316
2026-06-07T16:10:57,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0040,452,56,508,0.8118,2.0,8.0,0.001352
2026-06-07T16:10:57,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0041,463,46,509,0.7657,2.0,8.0,0.001294
2026-06-07T16:10:58,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0042,470,55,525,0.7748,2.0,8.0,0.00138
2026-06-07T16:10:59,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0043,461,51,512,0.7514,2.0,8.0,0.00133
2026-06-07T16:11:00,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0044,453,52,505,0.7873,2.0,8.0,0.001322
2026-06-07T16:11:01,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0045,452,43,495,0.7521,2.0,8.0,0.001248
2026-06-07T16:11:01,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0046,448,44,492,0.8112,2.0,8.0,0.001248
2026-06-07T16:11:02,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0047,464,52,516,0.6817,2.0,8.0,0.001344
2026-06-07T16:11:03,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0048,466,52,518,0.7173,2.0,8.0,0.001348
2026-06-07T16:11:04,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0049,453,44,497,1.0767,2.0,8.0,0.001258
2026-06-07T16:11:05,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0050,454,45,499,1.228,2.0,8.0,0.001268
2026-06-07T16:11:06,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0051,449,39,488,0.9168,2.0,8.0,0.00121
2026-06-07T16:11:07,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0052,450,51,501,0.7985,2.0,8.0,0.001308
2026-06-07T16:11:08,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0053,465,48,513,0.8926,2.0,8.0,0.001314
2026-06-07T16:11:09,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0054,451,46,497,1.1465,2.0,8.0,0.00127
2026-06-07T16:11:10,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0055,452,55,507,1.4561,2.0,8.0,0.001344
2026-06-07T16:11:11,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0056,451,55,506,0.8358,2.0,8.0,0.001342
2026-06-07T16:11:12,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0057,449,46,495,1.3125,2.0,8.0,0.001266
2026-06-07T16:11:14,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0058,445,98,543,1.1166,2.0,8.0,0.001674
2026-06-07T16:11:14,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0059,463,56,519,0.9309,2.0,8.0,0.001374
2026-06-07T16:11:15,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0060,464,49,513,0.7598,2.0,8.0,0.00132
2026-06-07T16:11:16,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0061,453,49,502,0.7861,2.0,8.0,0.001298
2026-06-07T16:11:17,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0062,448,51,499,0.7756,2.0,8.0,0.001304
2026-06-07T16:11:18,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0063,444,42,486,0.7482,2.0,8.0,0.001224
2026-06-07T16:11:19,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0064,456,62,518,1.1135,2.0,8.0,0.001408
2026-06-07T16:11:20,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0065,463,52,515,0.9807,2.0,8.0,0.001342
2026-06-07T16:11:21,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0066,479,58,537,0.9241,2.0,8.0,0.001422
2026-06-07T16:11:21,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0067,449,50,499,0.7514,2.0,8.0,0.001298
2026-06-07T16:11:22,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0068,463,45,508,0.7388,2.0,8.0,0.001286
2026-06-07T16:11:23,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0069,471,57,528,0.882,2.0,8.0,0.001398
2026-06-07T16:11:24,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0070,462,41,503,0.7667,2.0,8.0,0.001252
2026-06-07T16:11:25,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0071,456,48,504,0.8421,2.0,8.0,0.001296
2026-06-07T16:11:25,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0072,476,49,525,0.9053,2.0,8.0,0.001344
2026-06-07T16:11:27,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0073,457,57,514,1.0492,2.0,8.0,0.00137
2026-06-07T16:11:28,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0074,455,59,514,0.9896,2.0,8.0,0.001382
2026-06-07T16:11:28,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0075,465,44,509,0.8741,2.0,8.0,0.001282
2026-06-07T16:11:29,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0076,456,56,512,0.9044,2.0,8.0,0.00136
2026-06-07T16:11:31,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0077,443,49,492,1.2395,2.0,8.0,0.001278
2026-06-07T16:11:31,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0078,445,52,497,0.9032,2.0,8.0,0.001306
2026-06-07T16:11:32,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0079,473,53,526,0.8214,2.0,8.0,0.00137
2026-06-07T16:11:33,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0080,451,48,499,1.0465,2.0,8.0,0.001286
2026-06-07T16:11:34,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0081,452,41,493,0.7734,2.0,8.0,0.001232
2026-06-07T16:11:35,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0082,456,52,508,0.7898,2.0,8.0,0.001328
2026-06-07T16:11:36,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0083,446,49,495,0.949,2.0,8.0,0.001284
2026-06-07T16:11:37,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0084,485,54,539,0.8442,2.0,8.0,0.001402
2026-06-07T16:11:37,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0085,442,42,484,0.7995,2.0,8.0,0.00122
2026-06-07T16:11:38,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0086,454,42,496,0.7324,2.0,8.0,0.001244
2026-06-07T16:11:39,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0087,443,51,494,0.8404,2.0,8.0,0.001294
2026-06-07T16:11:40,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0088,452,45,497,0.9977,2.0,8.0,0.001264
2026-06-07T16:11:41,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0089,444,48,492,0.7594,2.0,8.0,0.001272
2026-06-07T16:11:42,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0090,451,58,509,0.9761,2.0,8.0,0.001366
2026-06-07T16:11:43,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0091,443,44,487,0.7558,2.0,8.0,0.001238
2026-06-07T16:11:43,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0092,445,42,487,0.7379,2.0,8.0,0.001226
2026-06-07T16:11:45,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0093,467,53,520,1.363,2.0,8.0,0.001358
2026-06-07T16:11:45,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0094,467,55,522,0.7958,2.0,8.0,0.001374
2026-06-07T16:11:46,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0095,457,57,514,0.7468,2.0,8.0,0.00137
2026-06-07T16:11:47,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0096,449,47,496,0.74,2.0,8.0,0.001274
2026-06-07T16:11:48,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0097,461,121,582,1.0164,2.0,8.0,0.00189
2026-06-07T16:11:50,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0098,451,49,500,1.6938,2.0,8.0,0.001294
2026-06-07T16:11:51,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0099,448,45,493,0.9707,2.0,8.0,0.001256
2026-06-07T16:11:52,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0100,457,52,509,1.0583,2.0,8.0,0.00133
2026-06-07T16:11:52,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0101,457,44,501,0.747,2.0,8.0,0.001266
2026-06-07T16:11:53,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0102,460,43,503,1.0175,2.0,8.0,0.001264
2026-06-07T16:11:54,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0103,463,51,514,0.7017,2.0,8.0,0.001334
2026-06-07T16:11:55,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0104,467,54,521,0.8117,2.0,8.0,0.001366
2026-06-07T16:11:56,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0105,457,60,517,0.8677,2.0,8.0,0.001394
2026-06-07T16:11:57,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0106,445,52,497,1.0856,2.0,8.0,0.001306
2026-06-07T16:11:58,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0107,468,48,516,0.9318,2.0,8.0,0.00132
2026-06-07T16:11:59,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0108,446,54,500,0.9471,2.0,8.0,0.001324
2026-06-07T16:12:00,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0109,453,57,510,0.895,2.0,8.0,0.001362
2026-06-07T16:12:01,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0110,470,60,530,0.8799,2.0,8.0,0.00142
2026-06-07T16:12:02,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0111,468,56,524,0.9478,2.0,8.0,0.001384
2026-06-07T16:12:02,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0112,458,57,515,0.8116,2.0,8.0,0.001372
2026-06-07T16:12:04,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0113,452,49,501,1.3288,2.0,8.0,0.001296
2026-06-07T16:12:05,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0114,453,47,500,1.0163,2.0,8.0,0.001282
2026-06-07T16:12:06,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0115,455,56,511,0.955,2.0,8.0,0.001358
2026-06-07T16:12:07,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0116,461,57,518,0.9214,2.0,8.0,0.001378
2026-06-07T16:12:08,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0117,445,90,535,0.9635,2.0,8.0,0.00161
2026-06-07T16:12:09,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0118,454,89,543,1.0423,2.0,8.0,0.00162
2026-06-07T16:12:10,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0119,449,87,536,1.5708,2.0,8.0,0.001594
2026-06-07T16:12:12,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0120,472,92,564,1.3645,2.0,8.0,0.00168
2026-06-07T16:12:12,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0121,449,79,528,0.8919,2.0,8.0,0.00153
2026-06-07T16:12:13,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0122,450,52,502,0.8224,2.0,8.0,0.001316
2026-06-07T16:12:14,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0123,459,59,518,1.0298,2.0,8.0,0.00139
2026-06-07T16:12:15,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0124,472,47,519,1.0604,2.0,8.0,0.00132
2026-06-07T16:12:17,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0125,460,63,523,1.1892,2.0,8.0,0.001424
2026-06-07T16:12:17,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0126,453,50,503,0.7212,2.0,8.0,0.001306
2026-06-07T16:12:18,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0127,461,58,519,0.9105,2.0,8.0,0.001386
2026-06-07T16:12:20,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0128,450,48,498,2.0798,2.0,8.0,0.001284
2026-06-07T16:12:21,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0129,450,47,497,0.7444,2.0,8.0,0.001276
2026-06-07T16:12:22,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0130,451,87,538,0.9909,2.0,8.0,0.001598
2026-06-07T16:12:23,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0131,463,82,545,0.9217,2.0,8.0,0.001582
2026-06-07T16:12:24,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0132,448,76,524,0.8431,2.0,8.0,0.001504
2026-06-07T16:12:25,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0133,447,85,532,1.0209,2.0,8.0,0.001574
2026-06-07T16:12:26,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0134,447,73,520,1.0762,2.0,8.0,0.001478
2026-06-07T16:12:27,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0135,455,91,546,0.9486,2.0,8.0,0.001638
2026-06-07T16:12:28,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0136,451,70,521,0.9089,2.0,8.0,0.001462
2026-06-07T16:12:29,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0137,451,70,521,0.7632,2.0,8.0,0.001462
2026-06-07T16:12:30,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0138,462,83,545,1.0866,2.0,8.0,0.001588
2026-06-07T16:12:31,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0139,456,100,556,1.2664,2.0,8.0,0.001712
2026-06-07T16:12:32,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0140,457,43,500,0.7624,2.0,8.0,0.001258
2026-06-07T16:12:33,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0141,458,123,581,1.3009,2.0,8.0,0.0019
2026-06-07T16:12:34,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0142,445,45,490,1.0231,2.0,8.0,0.00125
2026-06-07T16:12:35,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0143,458,77,535,0.9112,2.0,8.0,0.001532
2026-06-07T16:12:36,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0144,456,86,542,1.3573,2.0,8.0,0.0016
2026-06-07T16:12:39,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0145,454,130,584,2.7604,2.0,8.0,0.001948
2026-06-07T16:12:40,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0146,453,76,529,0.9178,2.0,8.0,0.001514
2026-06-07T16:12:41,part_b.direct_coverage_gt,openai,gpt-4.1,exp2_plos_001_af_0147,478,61,539,0.9899,2.0,8.0,0.001444
