time,stage,provider,model,item_id,prompt_tokens,completion_tokens,total_tokens,elapsed_seconds,input_usd_per_1m,output_usd_per_1m,estimated_cost_usd
2026-06-07T14:11:50,part_b.article_af_extraction,openai,gpt-4.1-mini,exp2_plos_003:chunk:5,936,1483,2419,14.1966,0.4,1.6,0.0027472
2026-06-07T14:11:52,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0001,460,68,528,1.4454,0.4,1.6,0.0002928
2026-06-07T14:11:53,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0002,444,50,494,0.9228,0.4,1.6,0.0002576
2026-06-07T14:11:54,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0003,449,91,540,1.2319,0.4,1.6,0.0003252
2026-06-07T14:11:55,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0004,453,69,522,1.3966,0.4,1.6,0.0002916
2026-06-07T14:11:57,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0005,449,69,518,1.193,0.4,1.6,0.00029
2026-06-07T14:11:58,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0006,463,78,541,1.0718,0.4,1.6,0.00031
2026-06-07T14:11:59,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0007,449,60,509,0.9062,0.4,1.6,0.0002756
2026-06-07T14:11:59,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0008,452,47,499,0.8998,0.4,1.6,0.000256
2026-06-07T14:12:00,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0009,451,73,524,0.9977,0.4,1.6,0.0002972
2026-06-07T14:12:02,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0010,456,92,548,1.226,0.4,1.6,0.0003296
2026-06-07T14:12:03,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0011,457,86,543,1.204,0.4,1.6,0.0003204
2026-06-07T14:12:04,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0012,444,47,491,0.9085,0.4,1.6,0.0002528
2026-06-07T14:12:05,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0013,446,48,494,0.9066,0.4,1.6,0.0002552
2026-06-07T14:12:06,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0014,457,54,511,0.9247,0.4,1.6,0.0002692
2026-06-07T14:12:07,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0015,453,85,538,1.1688,0.4,1.6,0.0003172
2026-06-07T14:12:08,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0016,450,59,509,0.8455,0.4,1.6,0.0002744
2026-06-07T14:12:09,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0017,456,96,552,1.2694,0.4,1.6,0.000336
2026-06-07T14:12:10,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0018,465,89,554,1.0654,0.4,1.6,0.0003284
2026-06-07T14:12:11,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0019,459,55,514,0.869,0.4,1.6,0.0002716
2026-06-07T14:12:12,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0020,460,51,511,0.8588,0.4,1.6,0.0002656
2026-06-07T14:12:13,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0021,450,47,497,0.8761,0.4,1.6,0.0002552
2026-06-07T14:12:14,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0022,448,45,493,1.0552,0.4,1.6,0.0002512
2026-06-07T14:12:15,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0023,472,54,526,0.9193,0.4,1.6,0.0002752
2026-06-07T14:12:16,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0024,461,60,521,0.9749,0.4,1.6,0.0002804
2026-06-07T14:12:17,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0025,463,51,514,0.9683,0.4,1.6,0.0002668
2026-06-07T14:12:18,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0026,460,69,529,1.0213,0.4,1.6,0.0002944
2026-06-07T14:12:18,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0027,456,48,504,0.7923,0.4,1.6,0.0002592
2026-06-07T14:12:20,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0028,453,86,539,1.233,0.4,1.6,0.0003188
2026-06-07T14:12:21,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0029,444,71,515,1.119,0.4,1.6,0.0002912
2026-06-07T14:12:22,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0030,444,70,514,1.2811,0.4,1.6,0.0002896
2026-06-07T14:12:23,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0031,443,53,496,1.1275,0.4,1.6,0.000262
2026-06-07T14:12:24,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0032,454,69,523,1.2444,0.4,1.6,0.000292
2026-06-07T14:12:25,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0033,444,77,521,1.0432,0.4,1.6,0.0003008
2026-06-07T14:12:26,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0034,454,47,501,0.8922,0.4,1.6,0.0002568
2026-06-07T14:12:28,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0035,454,90,544,1.1953,0.4,1.6,0.0003256
2026-06-07T14:12:28,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0036,448,70,518,0.9283,0.4,1.6,0.0002912
2026-06-07T14:12:30,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0037,454,51,505,1.0433,0.4,1.6,0.0002632
2026-06-07T14:12:30,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0038,452,51,503,0.9076,0.4,1.6,0.0002624
2026-06-07T14:12:31,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0039,447,48,495,0.9179,0.4,1.6,0.0002556
2026-06-07T14:12:32,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0040,458,54,512,0.8253,0.4,1.6,0.0002696
2026-06-07T14:12:33,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0041,449,74,523,1.132,0.4,1.6,0.000298
2026-06-07T14:12:34,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0042,450,49,499,0.936,0.4,1.6,0.0002584
2026-06-07T14:12:35,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0043,452,56,508,1.249,0.4,1.6,0.0002704
2026-06-07T14:12:36,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0044,462,53,515,0.8881,0.4,1.6,0.0002696
2026-06-07T14:12:38,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0045,461,46,507,1.2694,0.4,1.6,0.000258
2026-06-07T14:12:39,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0046,453,55,508,0.9033,0.4,1.6,0.0002692
2026-06-07T14:12:39,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0047,451,40,491,0.8132,0.4,1.6,0.0002444
2026-06-07T14:12:40,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0048,464,59,523,0.8479,0.4,1.6,0.00028
2026-06-07T14:12:41,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0049,466,59,525,1.0659,0.4,1.6,0.0002808
2026-06-07T14:12:42,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0050,454,46,500,0.9687,0.4,1.6,0.0002552
2026-06-07T14:12:43,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0051,449,43,492,0.6958,0.4,1.6,0.0002484
2026-06-07T14:12:44,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0052,449,51,500,1.0392,0.4,1.6,0.0002612
2026-06-07T14:12:45,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0053,452,43,495,0.8129,0.4,1.6,0.0002496
2026-06-07T14:12:46,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0054,449,56,505,1.1292,0.4,1.6,0.0002692
2026-06-07T14:12:47,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0055,457,60,517,1.0629,0.4,1.6,0.0002788
2026-06-07T14:12:48,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0056,460,58,518,1.0023,0.4,1.6,0.0002768
2026-06-07T14:12:49,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0057,453,53,506,1.1205,0.4,1.6,0.000266
2026-06-07T14:12:50,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0058,448,47,495,0.8875,0.4,1.6,0.0002544
2026-06-07T14:12:51,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0059,443,39,482,1.0169,0.4,1.6,0.0002396
2026-06-07T14:12:52,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0060,456,51,507,1.1672,0.4,1.6,0.000264
2026-06-07T14:12:53,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0061,463,53,516,1.181,0.4,1.6,0.00027
2026-06-07T14:12:55,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0062,464,55,519,1.2092,0.4,1.6,0.0002736
2026-06-07T14:12:56,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0063,473,55,528,1.0504,0.4,1.6,0.0002772
2026-06-07T14:12:57,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0064,455,48,503,0.876,0.4,1.6,0.0002588
2026-06-07T14:12:58,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0065,459,47,506,1.0876,0.4,1.6,0.0002588
2026-06-07T14:12:59,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0066,456,51,507,0.9748,0.4,1.6,0.000264
2026-06-07T14:13:00,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0067,455,47,502,1.075,0.4,1.6,0.0002572
2026-06-07T14:13:01,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0068,461,58,519,1.012,0.4,1.6,0.0002772
2026-06-07T14:13:02,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0069,453,48,501,1.0061,0.4,1.6,0.000258
2026-06-07T14:13:03,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0070,466,54,520,1.2215,0.4,1.6,0.0002728
2026-06-07T14:13:04,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0071,465,48,513,1.453,0.4,1.6,0.0002628
2026-06-07T14:13:05,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0072,456,48,504,0.8437,0.4,1.6,0.0002592
2026-06-07T14:13:06,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0073,456,52,508,1.0191,0.4,1.6,0.0002656
2026-06-07T14:13:08,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0074,466,55,521,1.5109,0.4,1.6,0.0002744
2026-06-07T14:13:09,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0075,450,56,506,1.3345,0.4,1.6,0.0002696
2026-06-07T14:13:10,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0076,453,47,500,0.8754,0.4,1.6,0.0002564
2026-06-07T14:13:11,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0077,458,52,510,0.8774,0.4,1.6,0.0002664
2026-06-07T14:13:12,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0078,454,50,504,1.0843,0.4,1.6,0.0002616
2026-06-07T14:13:14,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0079,448,49,497,1.5984,0.4,1.6,0.0002576
2026-06-07T14:13:17,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0080,452,53,505,3.9183,0.4,1.6,0.0002656
2026-06-07T14:13:19,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0081,458,55,513,1.0753,0.4,1.6,0.0002712
2026-06-07T14:13:19,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0082,450,39,489,0.8283,0.4,1.6,0.0002424
2026-06-07T14:13:21,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0083,449,46,495,1.2936,0.4,1.6,0.0002532
2026-06-07T14:13:22,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0084,459,50,509,1.1496,0.4,1.6,0.0002636
2026-06-07T14:13:23,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0085,448,47,495,0.8313,0.4,1.6,0.0002544
2026-06-07T14:13:24,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0086,462,49,511,1.4497,0.4,1.6,0.0002632
2026-06-07T14:13:25,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0087,457,64,521,0.9886,0.4,1.6,0.0002852
2026-06-07T14:13:26,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0088,457,61,518,1.0905,0.4,1.6,0.0002804
2026-06-07T14:13:27,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0089,461,60,521,1.2373,0.4,1.6,0.0002804
2026-06-07T14:13:28,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0090,467,49,516,0.9015,0.4,1.6,0.0002652
2026-06-07T14:13:29,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0091,456,57,513,1.0701,0.4,1.6,0.0002736
2026-06-07T14:13:30,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0092,470,56,526,1.0941,0.4,1.6,0.0002776
2026-06-07T14:13:32,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0093,467,54,521,1.6183,0.4,1.6,0.0002732
2026-06-07T14:13:33,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0094,453,50,503,1.0926,0.4,1.6,0.0002612
2026-06-07T14:13:34,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0095,466,53,519,0.8919,0.4,1.6,0.0002712
2026-06-07T14:13:35,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0096,448,62,510,1.0097,0.4,1.6,0.0002784
2026-06-07T14:13:36,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0097,453,53,506,1.0408,0.4,1.6,0.000266
2026-06-07T14:13:37,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0098,466,54,520,1.1103,0.4,1.6,0.0002728
2026-06-07T14:13:38,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0099,454,48,502,1.0835,0.4,1.6,0.0002584
2026-06-07T14:13:39,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0100,452,56,508,1.0393,0.4,1.6,0.0002704
2026-06-07T14:13:41,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0101,456,64,520,1.1551,0.4,1.6,0.0002848
2026-06-07T14:13:42,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0102,466,63,529,1.0325,0.4,1.6,0.0002872
2026-06-07T14:13:43,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0103,476,56,532,1.1937,0.4,1.6,0.00028
2026-06-07T14:13:44,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0104,452,45,497,0.8147,0.4,1.6,0.0002528
2026-06-07T14:13:45,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0105,464,52,516,1.6019,0.4,1.6,0.0002688
2026-06-07T14:13:47,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0106,461,82,543,1.5732,0.4,1.6,0.0003156
2026-06-07T14:13:49,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0107,462,86,548,1.9859,0.4,1.6,0.0003224
2026-06-07T14:13:50,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0108,457,93,550,1.7243,0.4,1.6,0.0003316
2026-06-07T14:13:52,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0109,473,91,564,1.771,0.4,1.6,0.0003348
2026-06-07T14:13:53,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0110,466,78,544,1.1607,0.4,1.6,0.0003112
2026-06-07T14:13:55,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0111,467,67,534,1.3062,0.4,1.6,0.000294
2026-06-07T14:13:56,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0112,468,61,529,1.0817,0.4,1.6,0.0002848
2026-06-07T14:13:57,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0113,470,55,525,0.8772,0.4,1.6,0.000276
2026-06-07T14:13:58,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0114,457,49,506,1.4343,0.4,1.6,0.0002612
2026-06-07T14:13:59,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0115,450,51,501,1.1255,0.4,1.6,0.0002616
2026-06-07T14:14:00,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0116,450,44,494,1.187,0.4,1.6,0.0002504
2026-06-07T14:14:02,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0117,456,55,511,1.9097,0.4,1.6,0.0002704
2026-06-07T14:14:03,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0118,463,77,540,0.9937,0.4,1.6,0.0003084
2026-06-07T14:14:05,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0119,452,89,541,1.2877,0.4,1.6,0.0003232
2026-06-07T14:14:07,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0120,447,72,519,2.3194,0.4,1.6,0.000294
2026-06-07T14:14:08,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0121,458,86,544,1.1658,0.4,1.6,0.0003208
2026-06-07T14:14:09,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0122,461,75,536,1.2743,0.4,1.6,0.0003044
2026-06-07T14:14:10,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0123,448,77,525,0.9808,0.4,1.6,0.0003024
2026-06-07T14:14:11,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0124,450,70,520,0.9319,0.4,1.6,0.000292
2026-06-07T14:14:13,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0125,458,71,529,1.2692,0.4,1.6,0.0002968
2026-06-07T14:14:14,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0126,459,58,517,1.1025,0.4,1.6,0.0002764
2026-06-07T14:14:15,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0127,457,69,526,1.1882,0.4,1.6,0.0002932
2026-06-07T14:14:16,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0128,445,43,488,1.0987,0.4,1.6,0.0002468
2026-06-07T14:14:17,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0129,470,88,558,1.248,0.4,1.6,0.0003288
2026-06-07T14:14:23,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0130,453,78,531,5.4375,0.4,1.6,0.000306
2026-06-07T14:14:24,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0131,477,48,525,0.863,0.4,1.6,0.0002676
2026-06-07T14:14:25,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0132,456,76,532,1.6236,0.4,1.6,0.000304
2026-06-07T14:14:26,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0133,447,62,509,0.8463,0.4,1.6,0.000278
2026-06-07T14:14:27,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0134,449,79,528,1.0288,0.4,1.6,0.000306
2026-06-07T14:14:28,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0135,465,76,541,1.2036,0.4,1.6,0.0003076
2026-06-07T14:14:29,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0136,456,67,523,0.9763,0.4,1.6,0.0002896
2026-06-07T14:14:30,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0137,450,61,511,0.9141,0.4,1.6,0.0002776
2026-06-07T14:14:31,part_b.direct_coverage_gt,openai,gpt-4.1-mini,exp2_plos_001_af_0138,456,76,532,1.2108,0.4,1.6,0.000304
